user_id,campaign,medium,source,fecha
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-26
,BANCOLOMBIA_AT_EST_SEM-PDB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-11-26
,(direct),(none),(direct),2025-11-26
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-26
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(organic),organic,google,2025-11-27
140827134045006,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,(organic),organic,google,2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_VD_AON_FB_AWN_CPM_ALCANCE_CUENTAS-DE-AHORRO-USO_MDO00875_PTFV_018_VENTAS-DIGITALES,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(organic),organic,google,2025-11-27
,(organic),organic,google,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_VD_AON_FB_AWN_CPM_ALCANCE_CUENTAS-DE-AHORRO-USO_MDO00875_PTFV_018_VENTAS-DIGITALES,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_VD_AON_FB_AWN_CPM_ALCANCE_CUENTAS-DE-AHORRO-USO_MDO00875_PTFV_018_VENTAS-DIGITALES,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,(organic),organic,google,2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
181108160932000,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_VD_AON_FB_AWN_CPM_ALCANCE_CUENTAS-DE-AHORRO-USO_MDO00875_PTFV_018_VENTAS-DIGITALES,cpc,facebook,2025-11-27
140827134045006,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
91121130732000,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
181108160932000,(direct),(none),(direct),2025-11-27
140827134045006,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,BANCOLOMBIA_VD_AON_FB_AWN_CPM_ALCANCE_CUENTAS-DE-AHORRO-USO_MDO00875_PTFV_018_VENTAS-DIGITALES,cpc,facebook,2025-11-27
,BANCOLOMBIA_VD_AON_FB_AWN_CPM_ALCANCE_CUENTAS-DE-AHORRO-USO_MDO00875_PTFV_018_VENTAS-DIGITALES,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-27
,(direct),(none),(direct),2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,(direct),(none),(direct),2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,(organic),organic,bing,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,(direct),(none),(direct),2025-11-28
,(direct),(none),(direct),2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,(direct),(none),(direct),2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,(direct),(none),(direct),2025-11-28
,(direct),(none),(direct),2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-28
,(direct),(none),(direct),2025-11-29
,(direct),(none),(direct),2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,(organic),organic,google,2025-11-29
,(direct),(none),(direct),2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,(organic),organic,google,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,(direct),(none),(direct),2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
180313102036002,(direct),(none),(direct),2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,(direct),(none),(direct),2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,(direct),(none),(direct),2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,(direct),(none),(direct),2025-11-29
,(direct),(none),(direct),2025-11-29
,(direct),(none),(direct),2025-11-29
,(direct),(none),(direct),2025-11-29
,(direct),(none),(direct),2025-11-29
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-29
,(organic),organic,google,2025-11-29
,(direct),(none),(direct),2025-11-30
,(direct),(none),(direct),2025-11-30
91121130732000,(direct),(none),(direct),2025-11-30
,(direct),(none),(direct),2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_GPMAX_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,google,2025-11-30
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,(direct),(none),(direct),2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-11-30
,(direct),(none),(direct),2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,(direct),(none),(direct),2025-11-30
,BANCOLOMBIA_AT_EST_SEM-CT_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-11-30
,BANCOLOMBIA_AT_EST_GPMAX_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,google,2025-11-30
,BANCOLOMBIA_PSN_AON_FB_CONS_CPC_TRAFICO_DIRECCIONAMIENTO_CANALES-FISICOS_MDO00885_019,cpc,facebook,2025-11-30
51216164820000,(organic),organic,google,2025-11-30
,BANCOLOMBIA_AT_EST_GDG_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-11-30
,(direct),(none),(direct),2025-11-30
91121130732000,(direct),(none),(direct),2025-11-30
,(direct),(none),(direct),2025-11-30
,BANCOLOMBIA_VD_AON_PMAX_PEF_CPA_CONVERSION_VD_TDC-SOLICITUDES_MDO00885_023,cpc,google,2025-11-30
,BANCOLOMBIA_PSN_AON_FB_CONS_CPC_TRAFICO_DIRECCIONAMIENTO_CANALES-FISICOS_MDO00885_019,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,(direct),(none),(direct),2025-11-30
,(direct),(none),(direct),2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,(direct),(none),(direct),2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-11-30
,(direct),(none),(direct),2025-12-01
,120238007264490092,paid,fb,2025-12-01
,(direct),(none),(direct),2025-12-01
,120238007264490092,paid,fb,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,(direct),(none),(direct),2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,(direct),(none),(direct),2025-12-01
,(direct),(none),(direct),2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_LLAVES-COMERCIOS-QR_OIE6500001_001_MEDIA-TEAM_SOSTENIMIENTO,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_SEM-PDB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-01
980628150217002,BANCOLOMBIA_PSN_EST_FB_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,facebook,2025-12-01
980628150217002,BANCOLOMBIA_PSN_EST_FB_CONS_CPC_TRAFICO_MIGRACION_OIC5400002_011_NEGOCIO,cpc,facebook,2025-12-01
,(direct),(none),(direct),2025-12-01
,BANCOLOMBIA_AT_EST_SEM-PDB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,google,2025-12-01
,(direct),(none),(direct),2025-12-01
,(direct),(none),(direct),2025-12-01
,(direct),(none),(direct),2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
170329092038000,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-01
130517142235000,(direct),(none),(direct),2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,(direct),(none),(direct),2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,always-on-personas-cuentas-pricing-beneficios-de-tu-plan,boton,app-bancolombia,2025-12-02
,(organic),organic,google,2025-12-02
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,(direct),(none),(direct),2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,BANCOLOMBIA_AT_EST_FB_PEF_CPA_CONVERSION_ADQUIRENCIA_EST_ACEPTACIONCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,(direct),(none),(direct),2025-12-02
,BANCOLOMBIA_AT_EST_FB_CONS_CPV_RVIDEO_ADQUIRENCIA_EST_ACEPTACIÓNCOMERCIOS_MDO01080_MEDIATEAM,cpc,facebook,2025-12-02
,(direct),(none),(direct),2025-12-02
,(referral),referral,instagram.com,2025-12-02
